mean,sd,5.5%,94.5%,rhat,ess_bulk
1.2564696100000001,0.0651354653339487,1.1482259,1.3571613500000002,1.0021217624941903,1048.327632481314
-0.2985385942,0.06467112745659263,-0.40156176499999996,-0.19770610499999997,1.0024597416053236,1137.688038451826
